Tarikh,Negeri,Daerah,Peringkat,Komoditi,Gred/Saiz,Unit,Harga (RM)
11/4/2026,SARAWAK,MIRI,Borong,KUBIS BULAT,F.A.Q,Kilogram,5
11/4/2026,SARAWAK,MIRI,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
11/4/2026,SELANGOR,KLANG,Borong,KUBIS BULAT,F.A.Q,Kilogram,2.5
11/4/2026,SELANGOR,KLANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3
11/4/2026,SELANGOR,PETALING,Borong,KUBIS BULAT,F.A.Q,Kilogram,2
11/4/2026,SELANGOR,PETALING,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3
11/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,KUBIS BULAT,F.A.Q,Kilogram,3.17
11/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.17
11/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.67
11/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,KUBIS BULAT,F.A.Q,Kilogram,1.15
11/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.5
11/4/2026,W.P. LABUAN,LABUAN,Borong,KUBIS BULAT,F.A.Q,Kilogram,4.4
11/4/2026,W.P. LABUAN,LABUAN,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7
11/4/2026,JOHOR,BATU PAHAT,Ladang,PISANG MAS,F.A.Q,Kilogram,3
11/4/2026,JOHOR,JOHOR BAHRU,Borong,PISANG MAS,F.A.Q,Kilogram,5
11/4/2026,JOHOR,JOHOR BAHRU,Runcit,PISANG MAS,F.A.Q,Kilogram,7
11/4/2026,JOHOR,SEGAMAT,Ladang,PISANG MAS,F.A.Q,Kilogram,2.1
11/4/2026,KEDAH,KOTA SETAR,Borong,PISANG MAS,F.A.Q,Kilogram,3.5
11/4/2026,KEDAH,KOTA SETAR,Runcit,PISANG MAS,F.A.Q,Kilogram,5
11/4/2026,KEDAH,POKOK SENA,Ladang,PISANG MAS,F.A.Q,Kilogram,2.5
11/4/2026,KELANTAN,KOTA BHARU,Borong,PISANG MAS,F.A.Q,Kilogram,2.38
11/4/2026,KELANTAN,KOTA BHARU,Runcit,PISANG MAS,F.A.Q,Kilogram,3.8
11/4/2026,MELAKA,JASIN,Ladang,PISANG MAS,F.A.Q,Kilogram,2.6
11/4/2026,MELAKA,MELAKA TENGAH,Borong,PISANG MAS,F.A.Q,Kilogram,2.8
11/4/2026,MELAKA,MELAKA TENGAH,Runcit,PISANG MAS,F.A.Q,Kilogram,3.75
11/4/2026,NEGERI SEMBILAN,PORT DICKSON,Ladang,PISANG MAS,F.A.Q,Kilogram,2.3
11/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,PISANG MAS,F.A.Q,Kilogram,3.83
11/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,PISANG MAS,F.A.Q,Kilogram,5.63
11/4/2026,PAHANG,JERANTUT,Ladang,PISANG MAS,F.A.Q,Kilogram,2.8
11/4/2026,PAHANG,KUANTAN,Borong,PISANG MAS,F.A.Q,Kilogram,4.8
11/4/2026,PAHANG,KUANTAN,Runcit,PISANG MAS,F.A.Q,Kilogram,5.8
11/4/2026,PERAK,KINTA,Ladang,PISANG MAS,F.A.Q,Kilogram,2.5
11/4/2026,PERAK,KINTA,Borong,PISANG MAS,F.A.Q,Kilogram,4
11/4/2026,PERAK,KINTA,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
11/4/2026,PERLIS,PERLIS,Ladang,PISANG MAS,F.A.Q,Kilogram,2.4
11/4/2026,PERLIS,PERLIS,Borong,PISANG MAS,F.A.Q,Kilogram,4
11/4/2026,PERLIS,PERLIS,Runcit,PISANG MAS,F.A.Q,Kilogram,5.33
11/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,PISANG MAS,F.A.Q,Kilogram,4.5
11/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,PISANG MAS,F.A.Q,Kilogram,5.5
11/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Ladang,PISANG MAS,F.A.Q,Kilogram,3
11/4/2026,SABAH,KOTA KINABALU,Runcit,PISANG MAS,F.A.Q,Kilogram,5.5
11/4/2026,SABAH,PENAMPANG,Borong,PISANG MAS,F.A.Q,Kilogram,3.33
11/4/2026,SABAH,TUARAN,Ladang,PISANG MAS,F.A.Q,Kilogram,2
11/4/2026,SARAWAK,KUCHING,Ladang,PISANG MAS,F.A.Q,Kilogram,1.5
11/4/2026,SARAWAK,KUCHING,Borong,PISANG MAS,F.A.Q,Kilogram,3
11/4/2026,SARAWAK,KUCHING,Runcit,PISANG MAS,F.A.Q,Kilogram,4
11/4/2026,SARAWAK,LIMBANG,Runcit,PISANG MAS,F.A.Q,Kilogram,4.5
11/4/2026,SARAWAK,MIRI,Ladang,PISANG MAS,F.A.Q,Kilogram,4
11/4/2026,SARAWAK,MIRI,Borong,PISANG MAS,F.A.Q,Kilogram,5
11/4/2026,SARAWAK,MIRI,Runcit,PISANG MAS,F.A.Q,Kilogram,6
11/4/2026,SARAWAK,SIBU,Ladang,PISANG MAS,F.A.Q,Kilogram,3.9
11/4/2026,SARAWAK,SIBU,Runcit,PISANG MAS,F.A.Q,Kilogram,6.1
11/4/2026,SELANGOR,KLANG,Borong,PISANG MAS,F.A.Q,Kilogram,3
11/4/2026,SELANGOR,KLANG,Runcit,PISANG MAS,F.A.Q,Kilogram,5
11/4/2026,SELANGOR,PETALING,Borong,PISANG MAS,F.A.Q,Kilogram,4
11/4/2026,SELANGOR,PETALING,Runcit,PISANG MAS,F.A.Q,Kilogram,5
11/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,PISANG MAS,F.A.Q,Kilogram,5.5
11/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,PISANG MAS,F.A.Q,Kilogram,7
11/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
11/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,PISANG MAS,F.A.Q,Kilogram,3.8
11/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,PISANG MAS,F.A.Q,Kilogram,6
11/4/2026,W.P. LABUAN,LABUAN,Borong,PISANG MAS,F.A.Q,Kilogram,5.5
11/4/2026,W.P. LABUAN,LABUAN,Runcit,PISANG MAS,F.A.Q,Kilogram,6.5
11/4/2026,JOHOR,JOHOR BAHRU,Borong,TOMATO,F.A.Q,Kilogram,1.5
11/4/2026,JOHOR,JOHOR BAHRU,Runcit,TOMATO,F.A.Q,Kilogram,2.93
11/4/2026,JOHOR,MERSING,Runcit,TOMATO,F.A.Q,Kilogram,5.67
11/4/2026,JOHOR,SEGAMAT,Runcit,TOMATO,F.A.Q,Kilogram,5
11/4/2026,KEDAH,KOTA SETAR,Borong,TOMATO,F.A.Q,Kilogram,3.5
11/4/2026,KEDAH,KOTA SETAR,Runcit,TOMATO,F.A.Q,Kilogram,5
11/4/2026,KELANTAN,KOTA BHARU,Borong,TOMATO,F.A.Q,Kilogram,2.18
11/4/2026,KELANTAN,KOTA BHARU,Runcit,TOMATO,F.A.Q,Kilogram,3.2
11/4/2026,MELAKA,MELAKA TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.75
11/4/2026,MELAKA,MELAKA TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,3
11/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,TOMATO,F.A.Q,Kilogram,3.43
11/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,TOMATO,F.A.Q,Kilogram,4.6
11/4/2026,PAHANG,CAMERON HIGHLANDS,Ladang,TOMATO,F.A.Q,Kilogram,0.6
11/4/2026,PAHANG,KUANTAN,Borong,TOMATO,F.A.Q,Kilogram,3.26
11/4/2026,PAHANG,KUANTAN,Runcit,TOMATO,F.A.Q,Kilogram,4.1
11/4/2026,PERAK,KINTA,Borong,TOMATO,F.A.Q,Kilogram,1.25
11/4/2026,PERAK,KINTA,Runcit,TOMATO,F.A.Q,Kilogram,3.25
11/4/2026,PERLIS,PERLIS,Borong,TOMATO,F.A.Q,Kilogram,2
11/4/2026,PERLIS,PERLIS,Runcit,TOMATO,F.A.Q,Kilogram,3
11/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,TOMATO,F.A.Q,Kilogram,1.3
11/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,TOMATO,F.A.Q,Kilogram,4.25
11/4/2026,SABAH,KOTA KINABALU,Runcit,TOMATO,F.A.Q,Kilogram,11.25
11/4/2026,SABAH,PENAMPANG,Borong,TOMATO,F.A.Q,Kilogram,7.5
11/4/2026,SABAH,RANAU,Ladang,TOMATO,F.A.Q,Kilogram,4.25
11/4/2026,SARAWAK,KUCHING,Borong,TOMATO,F.A.Q,Kilogram,7
11/4/2026,SARAWAK,KUCHING,Runcit,TOMATO,F.A.Q,Kilogram,10
11/4/2026,SARAWAK,LIMBANG,Runcit,TOMATO,F.A.Q,Kilogram,10.5
11/4/2026,SARAWAK,MIRI,Borong,TOMATO,F.A.Q,Kilogram,8
11/4/2026,SARAWAK,MIRI,Runcit,TOMATO,F.A.Q,Kilogram,9
11/4/2026,SARAWAK,SARIKEI,Ladang,TOMATO,F.A.Q,Kilogram,4.5
11/4/2026,SARAWAK,SARIKEI,Runcit,TOMATO,F.A.Q,Kilogram,7
11/4/2026,SARAWAK,SIBU,Borong,TOMATO,F.A.Q,Kilogram,4.5
11/4/2026,SARAWAK,SIBU,Runcit,TOMATO,F.A.Q,Kilogram,7.1
11/4/2026,SELANGOR,KLANG,Borong,TOMATO,F.A.Q,Kilogram,2
11/4/2026,SELANGOR,KLANG,Runcit,TOMATO,F.A.Q,Kilogram,2.6
11/4/2026,SELANGOR,PETALING,Borong,TOMATO,F.A.Q,Kilogram,1.65
11/4/2026,SELANGOR,PETALING,Runcit,TOMATO,F.A.Q,Kilogram,2.35
11/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,TOMATO,F.A.Q,Kilogram,3.67
11/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,TOMATO,F.A.Q,Kilogram,4.33
11/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,TOMATO,F.A.Q,Kilogram,2.5
11/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,TOMATO,F.A.Q,Kilogram,1.3
11/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,TOMATO,F.A.Q,Kilogram,2.9
11/4/2026,W.P. LABUAN,LABUAN,Borong,TOMATO,F.A.Q,Kilogram,6
11/4/2026,W.P. LABUAN,LABUAN,Runcit,TOMATO,F.A.Q,Kilogram,8
10/4/2026,SARAWAK,LIMBANG,Runcit,BAYAM,F.A.Q,Kilogram,9.5
10/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,BAYAM,F.A.Q,Kilogram,5
10/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,BAYAM,F.A.Q,Kilogram,7.5
10/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,CILI HIJAU,F.A.Q,Kilogram,13.33
10/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,CILI HIJAU,F.A.Q,Kilogram,17
10/4/2026,JOHOR,TANGKAK,Ladang,DURIAN,F.A.Q,Kilogram,32.5
10/4/2026,JOHOR,TANGKAK,Runcit,DURIAN,F.A.Q,Kilogram,43
10/4/2026,JOHOR,MUAR,Ladang,DURIAN,F.A.Q,Kilogram,6
10/4/2026,JOHOR,TANGKAK,Ladang,DURIAN,F.A.Q,Kilogram,11.33
10/4/2026,JOHOR,TANGKAK,Runcit,DURIAN,F.A.Q,Kilogram,15
10/4/2026,JOHOR,MUAR,Ladang,DURIAN,F.A.Q,Kilogram,2
10/4/2026,JOHOR,TANGKAK,Ladang,DURIAN,F.A.Q,Kilogram,3.17
10/4/2026,JOHOR,TANGKAK,Runcit,DURIAN,F.A.Q,Kilogram,7.33
10/4/2026,JOHOR,MUAR,Ladang,DURIAN,F.A.Q,Kilogram,9
10/4/2026,JOHOR,MUAR,Ladang,DURIAN,F.A.Q,Kilogram,14
10/4/2026,JOHOR,TANGKAK,Ladang,DURIAN,F.A.Q,Kilogram,31
10/4/2026,JOHOR,TANGKAK,Runcit,DURIAN,F.A.Q,Kilogram,39.33
10/4/2026,JOHOR,MUAR,Ladang,DURIAN,F.A.Q,Kilogram,14
10/4/2026,JOHOR,TANGKAK,Ladang,DURIAN,F.A.Q,Kilogram,12.5
10/4/2026,JOHOR,TANGKAK,Runcit,DURIAN,F.A.Q,Kilogram,14.5
10/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,4.17
10/4/2026,SARAWAK,LIMBANG,Runcit,KUBIS BULAT,F.A.Q,Kilogram,7.5
10/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,3.5
10/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,5
10/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,KUBIS BULAT,F.A.Q,Kilogram,6
10/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Runcit,PISANG MAS,F.A.Q,Kilogram,6
10/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,PISANG MAS,F.A.Q,Kilogram,7.45
10/4/2026,SARAWAK,LIMBANG,Runcit,TOMATO,F.A.Q,Kilogram,10
10/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,TOMATO,F.A.Q,Kilogram,5.33
10/4/2026,W.P. PUTRAJAYA,PUTRAJAYA,Runcit,TOMATO,F.A.Q,Kilogram,5.5
9/4/2026,JOHOR,BATU PAHAT,Runcit,BAYAM,F.A.Q,Kilogram,5.5
9/4/2026,JOHOR,JOHOR BAHRU,Borong,BAYAM,F.A.Q,Kilogram,3
9/4/2026,JOHOR,JOHOR BAHRU,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,JOHOR,KOTA TINGGI,Runcit,BAYAM,F.A.Q,Kilogram,5.5
9/4/2026,JOHOR,KULAI,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,JOHOR,MERSING,Runcit,BAYAM,F.A.Q,Kilogram,7
9/4/2026,JOHOR,MUAR,Ladang,BAYAM,F.A.Q,Kilogram,2.5
9/4/2026,JOHOR,MUAR,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,JOHOR,PONTIAN,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,JOHOR,SEGAMAT,Ladang,BAYAM,F.A.Q,Kilogram,1.8
9/4/2026,JOHOR,SEGAMAT,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,JOHOR,TANGKAK,Ladang,BAYAM,F.A.Q,Kilogram,2.13
9/4/2026,JOHOR,TANGKAK,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,KEDAH,BALING,Ladang,BAYAM,F.A.Q,Kilogram,2
9/4/2026,KEDAH,KOTA SETAR,Ladang,BAYAM,F.A.Q,Kilogram,2.25
9/4/2026,KEDAH,KOTA SETAR,Borong,BAYAM,F.A.Q,Kilogram,2.5
9/4/2026,KEDAH,KOTA SETAR,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,KEDAH,KUBANG PASU,Ladang,BAYAM,F.A.Q,Kilogram,1.3
9/4/2026,KEDAH,KUBANG PASU,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,KEDAH,KULIM,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,KEDAH,LANGKAWI,Ladang,BAYAM,F.A.Q,Kilogram,3
9/4/2026,KEDAH,LANGKAWI,Borong,BAYAM,F.A.Q,Kilogram,4
9/4/2026,KEDAH,LANGKAWI,Runcit,BAYAM,F.A.Q,Kilogram,6.5
9/4/2026,KEDAH,PADANG TERAP,Ladang,BAYAM,F.A.Q,Kilogram,2.5
9/4/2026,KEDAH,PADANG TERAP,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,KEDAH,PENDANG,Ladang,BAYAM,F.A.Q,Kilogram,1.5
9/4/2026,KEDAH,PENDANG,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,KEDAH,SIK,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,KEDAH,YAN,Ladang,BAYAM,F.A.Q,Kilogram,2
9/4/2026,KEDAH,YAN,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,KELANTAN,BACHOK,Runcit,BAYAM,F.A.Q,Kilogram,10
9/4/2026,KELANTAN,GUA MUSANG,Runcit,BAYAM,F.A.Q,Kilogram,7.67
9/4/2026,KELANTAN,KOTA BHARU,Borong,BAYAM,F.A.Q,Kilogram,4.8
9/4/2026,KELANTAN,KOTA BHARU,Runcit,BAYAM,F.A.Q,Kilogram,6.43
9/4/2026,KELANTAN,KUALA KRAI,Runcit,BAYAM,F.A.Q,Kilogram,9
9/4/2026,KELANTAN,MACHANG,Runcit,BAYAM,F.A.Q,Kilogram,10
9/4/2026,KELANTAN,PASIR PUTEH,Runcit,BAYAM,F.A.Q,Kilogram,8
9/4/2026,KELANTAN,TANAH MERAH,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,KELANTAN,TUMPAT,Ladang,BAYAM,F.A.Q,Kilogram,3
9/4/2026,MELAKA,ALOR GAJAH,Ladang,BAYAM,F.A.Q,Kilogram,1
9/4/2026,MELAKA,ALOR GAJAH,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,MELAKA,JASIN,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,MELAKA,MELAKA TENGAH,Ladang,BAYAM,F.A.Q,Kilogram,1.25
9/4/2026,MELAKA,MELAKA TENGAH,Borong,BAYAM,F.A.Q,Kilogram,1.8
9/4/2026,MELAKA,MELAKA TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,3
9/4/2026,NEGERI SEMBILAN,JELEBU,Runcit,BAYAM,F.A.Q,Kilogram,4.8
9/4/2026,NEGERI SEMBILAN,JEMPOL,Ladang,BAYAM,F.A.Q,Kilogram,1.8
9/4/2026,NEGERI SEMBILAN,JEMPOL,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,NEGERI SEMBILAN,KUALA PILAH,Ladang,BAYAM,F.A.Q,Kilogram,1.87
9/4/2026,NEGERI SEMBILAN,KUALA PILAH,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,NEGERI SEMBILAN,PORT DICKSON,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,NEGERI SEMBILAN,REMBAU,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,NEGERI SEMBILAN,SEREMBAN,Borong,BAYAM,F.A.Q,Kilogram,3
9/4/2026,NEGERI SEMBILAN,SEREMBAN,Runcit,BAYAM,F.A.Q,Kilogram,4.27
9/4/2026,NEGERI SEMBILAN,TAMPIN,Runcit,BAYAM,F.A.Q,Kilogram,4.25
9/4/2026,PAHANG,BERA,Runcit,BAYAM,F.A.Q,Kilogram,3.5
9/4/2026,PAHANG,CAMERON HIGHLANDS,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,PAHANG,KUANTAN,Ladang,BAYAM,F.A.Q,Kilogram,2.33
9/4/2026,PAHANG,KUANTAN,Borong,BAYAM,F.A.Q,Kilogram,3.6
9/4/2026,PAHANG,KUANTAN,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,PAHANG,PEKAN,Runcit,BAYAM,F.A.Q,Kilogram,5.5
9/4/2026,PAHANG,ROMPIN,Runcit,BAYAM,F.A.Q,Kilogram,7
9/4/2026,PAHANG,TEMERLOH,Runcit,BAYAM,F.A.Q,Kilogram,4.5
9/4/2026,PERAK,BAGAN DATUK,Runcit,BAYAM,F.A.Q,Kilogram,5.75
9/4/2026,PERAK,BATANG PADANG,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PERAK,KAMPAR,Ladang,BAYAM,F.A.Q,Kilogram,1
9/4/2026,PERAK,KAMPAR,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PERAK,KINTA,Ladang,BAYAM,F.A.Q,Kilogram,1.35
9/4/2026,PERAK,KINTA,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,PERAK,KUALA KANGSAR,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PERAK,"LARUT, MATANG DAN SELAMA",Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,PERAK,MANJUNG (DINDING),Runcit,BAYAM,F.A.Q,Kilogram,4.5
9/4/2026,PERAK,MUALLIM,Ladang,BAYAM,F.A.Q,Kilogram,1.5
9/4/2026,PERAK,MUALLIM,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PERAK,PERAK TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,PERLIS,PERLIS,Ladang,BAYAM,F.A.Q,Kilogram,2.27
9/4/2026,PERLIS,PERLIS,Borong,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PERLIS,PERLIS,Runcit,BAYAM,F.A.Q,Kilogram,6.7
9/4/2026,PULAU PINANG,BARAT DAYA,Ladang,BAYAM,F.A.Q,Kilogram,1.7
9/4/2026,PULAU PINANG,BARAT DAYA,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PULAU PINANG,SEBERANG PERAI SELATAN,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Ladang,BAYAM,F.A.Q,Kilogram,1.8
9/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Borong,BAYAM,F.A.Q,Kilogram,2.25
9/4/2026,PULAU PINANG,SEBERANG PERAI TENGAH,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Ladang,BAYAM,F.A.Q,Kilogram,1.48
9/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Runcit,BAYAM,F.A.Q,Kilogram,3
9/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PULAU PINANG,SEBERANG PERAI UTARA,Runcit,BAYAM,F.A.Q,Kilogram,7
9/4/2026,PULAU PINANG,KUDAT,Runcit,BAYAM,F.A.Q,Kilogram,5.33
9/4/2026,PULAU PINANG,PENAMPANG,Borong,BAYAM,F.A.Q,Kilogram,3
9/4/2026,PULAU PINANG,PENAMPANG,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,PULAU PINANG,PENAMPANG,Runcit,BAYAM,F.A.Q,Kilogram,7
9/4/2026,PULAU PINANG,SANDAKAN,Ladang,BAYAM,F.A.Q,Kilogram,4
9/4/2026,PULAU PINANG,SANDAKAN,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,PULAU PINANG,TAWAU,Ladang,BAYAM,F.A.Q,Kilogram,3
9/4/2026,PULAU PINANG,TAWAU,Runcit,BAYAM,F.A.Q,Kilogram,6.5
9/4/2026,PULAU PINANG,TENOM,Ladang,BAYAM,F.A.Q,Kilogram,3
9/4/2026,PULAU PINANG,TENOM,Runcit,BAYAM,F.A.Q,Kilogram,7
9/4/2026,SARAWAK,BINTULU,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,SARAWAK,KUCHING,Ladang,BAYAM,F.A.Q,Kilogram,2.5
9/4/2026,SARAWAK,KUCHING,Borong,BAYAM,F.A.Q,Kilogram,5
9/4/2026,SARAWAK,KUCHING,Runcit,BAYAM,F.A.Q,Kilogram,9
9/4/2026,SARAWAK,LAWAS,Runcit,BAYAM,F.A.Q,Kilogram,10
9/4/2026,SARAWAK,LIMBANG,Runcit,BAYAM,F.A.Q,Kilogram,9.5
9/4/2026,SARAWAK,MIRI,Ladang,BAYAM,F.A.Q,Kilogram,4
9/4/2026,SARAWAK,MIRI,Borong,BAYAM,F.A.Q,Kilogram,5
9/4/2026,SARAWAK,MIRI,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,SARAWAK,SARIKEI,Runcit,BAYAM,F.A.Q,Kilogram,8
9/4/2026,SARAWAK,SIBU,Ladang,BAYAM,F.A.Q,Kilogram,2.9
9/4/2026,SARAWAK,SIBU,Borong,BAYAM,F.A.Q,Kilogram,4.1
9/4/2026,SARAWAK,SIBU,Runcit,BAYAM,F.A.Q,Kilogram,6.1
9/4/2026,SELANGOR,GOMBAK,Ladang,BAYAM,F.A.Q,Kilogram,1.8
9/4/2026,SELANGOR,GOMBAK,Runcit,BAYAM,F.A.Q,Kilogram,7
9/4/2026,SELANGOR,HULU LANGAT,Runcit,BAYAM,F.A.Q,Kilogram,4
9/4/2026,SELANGOR,HULU SELANGOR,Ladang,BAYAM,F.A.Q,Kilogram,1.8
9/4/2026,SELANGOR,HULU SELANGOR,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,SELANGOR,KLANG,Ladang,BAYAM,F.A.Q,Kilogram,2
9/4/2026,SELANGOR,KLANG,Borong,BAYAM,F.A.Q,Kilogram,2.5
9/4/2026,SELANGOR,KLANG,Runcit,BAYAM,F.A.Q,Kilogram,3
9/4/2026,SELANGOR,KUALA LANGAT,Runcit,BAYAM,F.A.Q,Kilogram,4.5
9/4/2026,SELANGOR,KUALA SELANGOR,Ladang,BAYAM,F.A.Q,Kilogram,1
9/4/2026,SELANGOR,KUALA SELANGOR,Runcit,BAYAM,F.A.Q,Kilogram,7
9/4/2026,SELANGOR,PETALING,Borong,BAYAM,F.A.Q,Kilogram,3.25
9/4/2026,SELANGOR,PETALING,Runcit,BAYAM,F.A.Q,Kilogram,4.12
9/4/2026,SELANGOR,SABAK BERNAM,Runcit,BAYAM,F.A.Q,Kilogram,8
9/4/2026,SELANGOR,SEPANG,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,TERENGGANU,DUNGUN,Runcit,BAYAM,F.A.Q,Kilogram,8
9/4/2026,TERENGGANU,HULU TERENGGANU,Runcit,BAYAM,F.A.Q,Kilogram,10
9/4/2026,TERENGGANU,KUALA TERENGGANU,Borong,BAYAM,F.A.Q,Kilogram,6.17
9/4/2026,TERENGGANU,KUALA TERENGGANU,Runcit,BAYAM,F.A.Q,Kilogram,8.33
9/4/2026,TERENGGANU,MARANG,Runcit,BAYAM,F.A.Q,Kilogram,6
9/4/2026,W.P. KUALA LUMPUR,BATU,Runcit,BAYAM,F.A.Q,Kilogram,3.75
9/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Borong,BAYAM,F.A.Q,Kilogram,1.83
9/4/2026,W.P. KUALA LUMPUR,KUALA LUMPUR,Runcit,BAYAM,F.A.Q,Kilogram,5
9/4/2026,W.P. KUALA LUMPUR,TITIWANGSA,Runcit,BAYAM,F.A.Q,Kilogram,4.67
9/4/2026,W.P. LABUAN,LABUAN,Borong,BAYAM,F.A.Q,Kilogram,5
9/4/2026,W.P. LABUAN,LABUAN,Runcit,BAYAM,F.A.Q,Kilogram,9
9/4/2026,JOHOR,BATU PAHAT,Ladang,CILI HIJAU,F.A.Q,Kilogram,7
9/4/2026,JOHOR,BATU PAHAT,Runcit,CILI HIJAU,F.A.Q,Kilogram,9.5
9/4/2026,JOHOR,JOHOR BAHRU,Borong,CILI HIJAU,F.A.Q,Kilogram,10
